en,id
"could i speak to you for a moment ,  tom ?","dapatkah saya berbicara denganmu sebentar ,  tom ?"
democracy originated in ancient greece .,demokrasi berasal dari yunani kuno .
did tom say anything to you about that ?,apakah tom mengatakan sesuatu kepadamu tentang hal itu ?
do you believe the witness is statement ?,kamu percaya pernyataan saksi itu ?
do you remember tom is telephone number ?,apakah kamu ingat nomor telepon tom ?
do you remember the night tom was born ?,apa kau ingat malam ketika tom lahir ?
do you think tom looks like an old man ?,apa menurutmu tom terlihat seperti orang tua ?
do you want to go to the opera with me ?,maukah kamu pergi ke opera bersamaku ?
do not confuse astrology with astronomy .,jangan mencampuradukkan astrologi dengan astronomi .
do not forget to meet me at the station .,jangan lupa untuk bertemu saya di stasiun .
do not you know what happened yesterday ?,tidakkah kau tahu apa yang terjadi kemarin ?
do not you want to know who that man is ?,tidakkah kalian ingin tahu siapa pria itu ?
drivers must observe the traffic rules .,para pengendara harus mematuhi peraturan lalu-lintas .
each box contains about thirty oranges .,setiap kotak berisi sekitar tiga puluh jeruk .
everybody knows that where i come from .,semua orang tahu darimana asalku .
have you ever heard anything like that ?,pernahkah kau mendengar yang seperti itu ?
he attributes his success to good luck .,dia menganggap kalau dirinya berhasil karena beruntung .
he made me wait for about half an hour .,dia membuatku menunggu selama hampir setengah jam .
he never returned from that expedition .,dia tidak pernah kembali dari ekspedisi itu .
he sat surrounded by his grandchildren .,dia duduk sambil dikelilingi cucu-cucunya .
he turned out to be nothing but a liar .,dia tidak lain dan tidak bukan adalah seorang pembohong .
he was hit by a car and died instantly .,dia tertabrak mobil dan tewas di tempat .
he worked hard to make his child happy .,dia bekerja keras untuk membahagiakan anaknya .
he is not my boyfriend .  he is my brother .,"dia bukan pacarku ,  dia adikku ."
he is not my boyfriend .  he is my brother .,"dia bukan pacarku ,  dia kakakku ."
his new novel will come out next month .,novel barunya akan terbit bulan depan .
how long have you been studying french ?,sudah berapa lama kamu belajar bahasa prancis ?
how many classes do you have on monday ?,di hari senin jam pelajaranmu ada berapa banyak ?
how many countries are there in europe ?,ada berapa negara di eropa ?
how many idioms have we studied so far ?,berapa banyak idiom yang sudah kita pelajari sejauh ini ?
how many rooms are there in your house ?,ada berapa banyak kamar di rumahmu ?
how many times have you been to boston ?,sudah berapa kali kamu ke boston ?
i also lived in boston for three years .,saya juga tinggal di boston selama tiga tahun .
i bought presents for my grandchildren .,saya membeli hadiah untuk cucu-cucu saya .
i bought this umbrella three weeks ago .,aku membeli payung ini tiga minggu yang lalu .
i cannot tell you what we did yesterday .,aku tidak bisa memberitahumu apa yang kami lakukan kemarin .
i did not know that you were so unhappy .,aku tidak tahu bahwa kamu setidak bahagia itu .
i do not have enough money to buy a car .,aku tidak punya cukup uang untuk membeli mobil .
i do not have enough money to buy a car .,saya tidak punya cukup uang untuk membeli mobil .
i do not know anything about tom is past .,aku tidak tahu apa-apa tentang masa lalu tom .
i do not know either tom or his brother .,aku tidak tahu apakah tom atau saudara laki-lakinya
i do not know how to put it in japanese .,aku tidak tahu bagaimana cara mengatakannya dalam bahasa jepang .
i do not know whether it is true or not .,aku tidak tahu apakah itu benar atau tidak .
i do not like pepperoni pizza that much .,saya tidak seberapa suka pizza pepperoni .
i do not want to be disturbed until ten .,saya tidak ingin diganggu hingga jam sepuluh .
i do not want to think about that again .,aku tidak mau memikirkan itu lagi .
i expand my knowledge by reading books .,aku memperluas wawasanku dengan membaca buku .
i have not been swimming in a long time .,aku sudah tidak berenang dalam waktu yang lama .
i have not done that since i was twelve .,aku belum pernah melakukannya sejak aku berusia dua belas tahun .
i have not spoken to tom in a long time .,sudah lama saya tidak berbicara dengan tom .
i have not talked to tom in a long time .,sudah lama saya tidak berbicara dengan tom .
i hope we will see each other again soon .,kuharap kita akan segera bertemu lagi .
i hope you two are very happy together .,aku harap kalian berdua bahagia .
i interpreted their silence as consent .,saya menganggap diamnya mereka sebagai tanda setuju .
i like swimming and playing basketball .,saya gemar berenang dan bermain bola basket .
i like white wine better than red wine .,aku lebih suka anggur putih daripada anggur merah .
i like white wine better than red wine .,saya lebih suka anggur putih daripada anggur merah .
i met an old student of mine in london .,di london saya bertemu dengan anak didik saya yang dulu .
i need more time to finish my homework .,aku butuh lebih banyak waktu untuk menyelesaikan pr .
i still have not learned to drive a car .,aku masih belum belajar mengendarai mobil .
i suppose we should tell tom the truth .,aku pikir kita harus memberitahu tom yang sebenarnya .
i think i can come over this afternoon .,saya pikir saya bisa datang siang ini .
i think it would be good for all of us .,aku pikir itu baik untuk kita semua .
i told my wife to get ready in a hurry .,aku memberitahu istriku untuk cepat bersiap-siap .
i want you to reconsider your decision .,saya ingin anda mempertimbangkan kembali keputusan anda .
i was thinking about tom earlier today .,aku memikirkan tentang tom beberapa saat yang lalu .
i will take both this one and that one .,aku akan mengambil baik yang ini dan yang itu .
i wish tom had not told mary about that .,aku harap tom belum memberitahukan hal itu kepada mary .
i will arrive in boston tomorrow evening .,aku akan sampai di boston besok sore .
i will buy you whatever clothes you want .,saya akan membelikan pakaian apa saja yang kamu mau .
i will show you the car i have just bought .,akan ku tunjukkan padamu mobil yang baru aku beli .
i am not convinced that tom can do that .,saya tidak yakin tom bisa melakukannya .
i am sure i will find a good gift for tom .,aku yakin akan menemukan hadiah yang bagus untuk tom .
"if you want to be happy ,  then be happy .","kalau kamu ingin bahagia ,  maka berbahagialah ."
is hitchhiking prohibited in australia ?,apakah mencari tumpangan dilarang di australia ?
is there much food in the refrigerator ?,apakah ada banyak makanan di dalam kulkas ?
it was all i could do to keep standing .,hanya ini yang dapat aku lakukan untuk bertahan .
it will not be long before tom comes back .,tidak akan lama lagi tom kembali .
late autumn in scotland is rather cold .,suhu di skotlandia cukup dingin pada akhir musim gugur .
let is leave the problem until tomorrow .,mari kita tunda masalah itu hingga besok .
"look ,  tom ,  we do not have time for this .","sudahlah ,  tom ,  kita tidak punya waktu untuk hal ini ."
mary decided never to see him any more .,mary memutuskan untuk tidak akan menemuinya lagi .
maybe tom does not want us to find mary .,mungkin tom tidak ingin kita menemukan mary .
maybe what you said about tom is right .,mungkin kata-katamu tentang tom ada benarnya .
my cassette tape recorder needs fixing .,perekam pita kasetku perlu diperbaiki .
my children do not have their own rooms .,anak-anakku tidak memiliki kamarnya sendiri .
my children do not have their own rooms .,anak-anakku tidak punya kamar sendiri .
my father did not allow me to marry him .,ayahku tidak membolehkanku menikahinya .
my mom does not speak english very well .,ibuku tidak bisa bahasa inggris dengan baik .
my younger brother is taller than i am .,adik laki-lakiku lebih tinggi dariku .
nobody knows why he turns down my help .,tidak ada yang tahu mengapa dia menolak pertolonganku .
now it is time for the weather forecast .,sekarang waktunya ramalan cuaca .
please remain seated for a few minutes .,tolong duduk sebentar .
please remind me to phone him tomorrow .,tolong ingatkan aku untuk meneleponnya besok .
pour the boiling water over the teabag .,tuangkan air mendidih pada kantung teh .
she assured him that everything was ok .,dia meyakinkannya bahwa semua baik-baik saja .
she participated in the beauty contest .,dia mengikuti kontes kecantikan .
she went to the station to see him off .,dia pergi ke stasiun untuk mengiringi keberangkatannya .
"sorry ,  sir ,  but this coupon is expired .","maaf pak ,  kupon ini sudah kedaluwarsa ."
tell me something i do not already know .,beri tahu aku sesuatu yang belum kuketahui .
tell me why you did not do what i asked .,katakan padaku kenapa kau tidak melakukan apa yang aku minta .
the s began with the gulf incident .,tahun -an dimulai dengan peristiwa teluk
"the french flag is blue ,  white and red .","bendera prancis berwarna biru ,  putih ,  dan merah ."
the golden gate bridge is made of iron .,jembatan golden gate terbuat dari besi .
the car left a cloud of dust behind it .,mobil itu mengeluarkan asap tebal .
the children are making a lot of noise .,anak-anak itu membuat banyak kegaduhan .
the deal fell apart at the last minute .,kesepakatannya batal di menit terakhir .
the dog has a very keen sense of smell .,anjing memiliki daya penciuman yang sangat tajam .
the garage is at the side of the house .,garasinya terletak di sebelah rumah .
the heat was so intense that i fainted .,suhunya sangat panas hingga aku pun pingsan .
the missing cat has not been found yet .,kucing yang hilang tersebut masih belum ditemukan .
the moon is the earth is only satellite .,bulan adalah satu-satunya satelit bumi .
the one i bought was made in australia .,yang aku beli dibuat di australia .
the sky is clear and the sun is bright .,langitnya cerah dan mataharinya terang .
the weather here is very unpredictable .,cuaca di sini sangat tidak dapat diprediksi .
the wrestler weighs over  kilograms .,berat pegulat itu lebih dari  kilogram .
their goods are of the highest quality .,kualitas barang-barang mereka adalah yang tertinggi .
there are still people who cannot read .,masih ada orang-orang yang tidak bisa membaca .
there is a restaurant in this building .,ada sebuah restoran di gedung ini .
there is no point in giving him advice .,tidak ada gunanya memberinya nasihat .
there is no point in giving him advice .,tidak ada gunanya menasihatinya .
there is no use crying over spilt milk .,nasi sudah menjadi bubur .
there will be a lunar eclipse tomorrow .,akan ada gerhana bulan besok .
there is a calendar hanging on the wall .,di sana terdapat kalender menggantung di dinding .
there is a calendar hanging on the wall .,ada kalender menggantung di dinding .
